tabled_Årsmodell,tabled_Sylindervolum,tabled_Farge,tabled_Effekt,tabled_Karosseri,tabled_Omregistrering,tabled_Innskudd,tabled_Bilen står i,tabled_Salgsform,tabled_Forrige pris,tabled_Avgiftsklasse,tabled_Antall eiere,id,tabled_Vekt,price,title,place,tabled_Årsavgift,tabled_CO2 utslipp,tabled_1. gang registrert,tabled_Hjuldrift,tabled_Pris eks omreg,tabled_Hjuldriftnavn,tabled_Interiørfarge,tabled_Antall dører,tabled_Str. lasterom,tabled_Drivstoff,tabled_Reg.nr.,tabled_Girkasse,tabled_Antall seter,tabled_Fargebeskrivelse,tabled_Km.stand
,,,,,3588,,,,,,,80728424,,59588,Mitsubishi Grandis,5174 Mathopen,Ikke inklusiv,,,,56000,,,,,,,,,,
,,,,,1569,,,,,,,90869396,,22569,Volkswagen Polo,5174 Mathopen,Ikke inklusiv,,,,21000,,,,,,,,,,
,,,,,3973,,,,,,,98550348,,159000,Ford Fiesta,3255 Larvik,Ikke inklusiv,,,,155027,,,,,,,,,,
,,,,,3660,,,,,,,98550359,,269900,Subaru Outback,0581 Oslo,Ikke inklusiv,,,,266240,,,,,,,,,,
,,,,,3660,,,,,,,98550311,,119999,Volkswagen Golf,3511 Hønefoss,Inklusiv,,,,116339,,,,,,,,,,
,,,,,1569,,,,"79 000,-",,,94831261,,59000,Honda CR-V,7820 Spillum,Ikke inklusiv,,,,57431,,,,,,,,,,
,,,,,6064,,,,,,,98550287,,229000,Audi A3,4839 Arendal,Ikke inklusiv,,,,222936,,,,,,,,,,
,,,,,Fritatt,,,,,,,96300142,,59000,Hyundai Tucson,9334 Øverbygd,Inklusiv,,,,,,,,,,,,,,
,,,,,3660,,,,,,,98550243,,129999,BMW 3-serie,3511 Hønefoss,Inklusiv,,,,126339,,,,,,,,,,
,,,,,3660,,,,,,,98544681,,169660,Volkswagen Golf,2312 Ottestad,Ikke inklusiv,,,,166000,,,,,,,,,,
,,,,,6064,,,,,,,98550234,,315000,Kia Sportage,7000 Trondheim,Inklusiv,,,,308936,,,,,,,,,,
,,,,,6064,,,,,,,98503950,,219000,Volkswagen Golf,5059 Bergen,Ikke inklusiv,,,,212936,,,,,,,,,,
,,,,,3660,,,,,,,95987547,,518660,Audi Q7,3648 Passebekk,Ikke inklusiv,,,,515000,,,,,,,,,,
,,,,,2614,,,,,,,98548862,,75000,Renault Kangoo,3721 Skien,Inklusiv,,,,72386,,,,,,,,,,
,,,,,6064,,,,,,,98550188,,349900,Subaru Forester,0581 Oslo,Ikke inklusiv,,,,343836,,,,,,,,,,
,,,,,3660,,,,"139 000,-",,,92154814,,119000,Subaru Legacy,7820 Spillum,Ikke inklusiv,,,,115340,,,,,,,,,,
,,,,,1987,,,,,,,98550179,,249900,Ford Galaxy,5131 Nyborg,Ikke inklusiv,,,,247913,,,,,,,,,,
,,,,,3660,,,,,,,95713673,,154000,Saab 9-3,3475 Sætre,Inklusiv,,,,150340,,,,,,,,,,
,,,,,6064,,,,,,,93162784,,174900,Nissan Leaf,0581 Oslo,Inklusiv,,,,168836,,,,,,,,,,
,,,,,3660,,,,,,,98550113,,139000,Ford S-MAX,7800 Namsos,Ikke inklusiv,,,,135340,,,,,,,,,,
,,,,,3660,,,,,,,91732789,,148660,BMW 3-serie,4900 Tvedestrand,Ikke inklusiv,,,,145000,,,,,,,,,,
,,,,,Fritatt,,,,,,,98550025,,1799000,Porsche 911,0679 Oslo,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,1569,,,,,,,98550031,,39500,Honda Jazz,3676 Notodden,Inklusiv,,,,37931,,,,,,,,,,
,,,,,3973,,,,,,,98550049,,159900,Volkswagen UP!,0581 Oslo,Ikke inklusiv,,,,155927,,,,,,,,,,
,,,,,3660,,,,,,,98550017,,299750,Chevrolet Captiva,7075 Tiller,Inklusiv,,,,296090,,,,,,,,,,
,,,,,3660,,,,,,,98550030,,248750,Opel Antara,7075 Tiller,Ikke inklusiv,,,,245090,,,,,,,,,,
,,,,,6064,,,,,,,98549991,,215000,Volkswagen Golf,4848 Arendal,Ikke inklusiv,,,,208936,,,,,,,,,,
,,,,,6064,,,,,,,98549945,,335000,Kia Sportage,1711 Sarpsborg,Inklusiv,,,,328936,,,,,,,,,,
,,,,,Fritatt,"0,-",,,,,,98549911,,3500,MINI One,1520 Moss,,,,,,,,,,,,,,,
,,,,,3660,,,,,,,98549545,,85000,Mercedes-Benz C-Klasse,4340 Bryne,Ikke inklusiv,,,,81340,,,,,,,,,,
,,,,,1569,,,,,,,95854259,,24569,Mitsubishi Pajero,2380 Brumunddal,Inklusiv,,,,23000,,,,,,,,,,
,,,,,6064,,,,,,,98549840,,360000,Ford Kuga,1520 Moss,Ikke inklusiv,,,,353936,,,,,,,,,,
,,,,,6064,,,,,,,98549856,,395000,Ford Kuga,1520 Moss,Ikke inklusiv,,,,388936,,,,,,,,,,
,,,,,1569,,,,,,,98548001,,129900,Volvo XC 70,7224 Melhus,Ikke inklusiv,,,,128331,,,,,,,,,,
,,,,,Fritatt,,,,,,,96516904,,135000,Pontiac Firebird,1351 Rud,Inklusiv,,,,,,,,,,,,,,
,,,,,3660,,,,,,,98549185,,158660,Ford Kuga,2973 Ryfoss,Inklusiv,,,,155000,,,,,,,,,,
,,,,,3660,,,,,,,96548356,,93660,Alfa Romeo Giulietta,4270 Åkrehamn,Inklusiv,,,,90000,,,,,,,,,,
,,,,,6064,,,,,,,98549794,,440000,Mercedes-Benz C-Klasse,2619 Lillehammer,Ikke inklusiv,,,,433936,,,,,,,,,,
,,,,,3660,,,,,,,98549786,,219000,Kia Sportage,7000 Trondheim,Ikke inklusiv,,,,215340,,,,,,,,,,
,,,,,3660,,,,,,,98549798,,255000,Ford Kuga,1520 Moss,Ikke inklusiv,,,,251340,,,,,,,,,,
,,,,,6064,,,,,,,98549806,,229000,Ford C-Max,1520 Moss,Ikke inklusiv,,,,222936,,,,,,,,,,
,,,,,3973,,,,,,,98549821,,149900,Ford Fiesta,1520 Moss,Ikke inklusiv,,,,145927,,,,,,,,,,
2017,"1,4 l",Hvit,218 Hk,Stasjonsvogn,,,Norge,Leasing,,Personbil,1,97587993,1 660 kg,5300,Volkswagen Passat,1800 Askim,,39 g/km,29.09.2016,Forhjulsdrift,,,Titansort,5,,Elektrisitet+bensin,AJ84978,Automat,5,Pure white,14 000 km
,,,,,3660,,,,,,,98549114,,32660,Opel Vectra,6423 Molde,Inklusiv,,,,29000,,,,,,,,,,
,,,,,2614,,,,,,,98549774,,85000,Fiat 500,4306 Sandnes,Ikke inklusiv,,,,82386,,,,,,,,,,
,,,,,6064,,,,,,,98549709,,339900,DS DS 5,1351 Rud,Ikke inklusiv,,,,333836,,,,,,,,,,
,,,,,3660,,,,,,,98549740,,159000,Peugeot 3008,1661 Rolvsøy,Ikke inklusiv,,,,155340,,,,,,,,,,
,,,,,3660,,,,,,,97517344,,106000,Alfa Romeo MiTo,9440 Evenskjer,Ikke inklusiv,,,,102340,,,,,,,,,,
,,,,,3973,,,,,,,98549646,,179000,Toyota Yaris,2212 Kongsvinger,Ikke inklusiv,,,,175027,,,,,,,,,,
,,,,,6064,,,,,,,98549645,,219000,Peugeot 3008,1661 Rolvsøy,Ikke inklusiv,,,,212936,,,,,,,,,,
,,,,,3660,,,,,,,98549642,,169999,Kia Sportage,7000 Trondheim,Ikke inklusiv,,,,166339,,,,,,,,,,
,,,,,6064,,,,,,,98549667,,269000,Honda CR-V,3271 Larvik,Ikke inklusiv,,,,262936,,,,,,,,,,
,,,,,Fritatt,,,,,,,98549103,,239000,Mercedes-Benz S-Klasse,3322 Fiskum,Inklusiv,,,,,,,,,,,,,,
,,,,,2614,,,,,,,98549620,,34999,Toyota Aygo,4823 Nedenes,Inklusiv,,,,32385,,,,,,,,,,
,,,,,3660,,,,,,,98545724,,248660,Volkswagen Golf,9404 Harstad,Inklusiv,,,,245000,,,,,,,,,,
2015,1 560 l,Hvit,99 Hk,Kasse,,,,Auksjon,,Varebil,,98549585,1 396 kg,109087,Peugeot Partner,3170 Sem,,,21.12.2015,Forhjulsdrift,,,,5,,Diesel,XK25262,Manuell,3,Hvit,18 764 km
,,,,,3660,,,,"235 000,-",,,91741217,,215000,Volvo V40,4696 Kristiansand,Ikke inklusiv,,,,211340,,,,,,,,,,
,,,,,6064,,,,"339 900,-",,,93889760,,329900,Ford Kuga,9498 Harstad,Ikke inklusiv,,,,323836,,,,,,,,,,
,,,,,Inklusiv,,,,,,,98549559,,235000,Nissan Leaf,5257 Kokstad,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,2614,,,,,,,98549499,,119990,MINI Cooper,2770 Jaren,Ikke inklusiv,,,,117376,,,,,,,,,,
,,,,,6064,,,,,,,98549494,,329000,Ford Kuga,3702 Skien,Ikke inklusiv,,,,322936,,,,,,,,,,
,,,,,3660,,,,,,,98549417,,189800,Volvo S60,6022 Ålesund,Inklusiv,,,,186140,,,,,,,,,,
,,,,,3660,,,,,,,98549400,,189000,Mercedes-Benz C-Klasse,3170 Sem,Ikke inklusiv,,,,185340,,,,,,,,,,
,,,,,Fritatt,,,,,,,95046758,,114000,BMW 1-serie,4049 Hafrsfjord,Inklusiv,,,,,,,,,,,,,,
,,,,,3660,,,,,,,98549288,,109000,Hyundai i30,2212 Kongsvinger,Ikke inklusiv,,,,105340,,,,,,,,,,
,,,,,1569,,,,,,,98547937,,37569,Mitsubishi Space Star,7042 Trondheim,Inklusiv,,,,36000,,,,,,,,,,
,,,,,6064,,,,,,,98549179,,189900,Mitsubishi Lancer,1448 Drøbak,Ikke inklusiv,,,,183836,,,,,,,,,,
,,,,,3660,,,,,,,98546773,,119660,Subaru Legacy,3039 Drammen,Ikke inklusiv,,,,116000,,,,,,,,,,
,,,,,1255,,,,,,,96558579,,149000,Volkswagen Transporter,3681 Notodden,Inklusiv,,,,147745,,,,,,,,,,
,,,,,3660,,,,,,,90578957,,93560,Audi A6,3320 Vestfossen,Ikke inklusiv,,,,89900,,,,,,,,,,
,,,,,1569,,,,,,,98242960,,29569,Audi A4,5281 Valestrandsfossen,Ikke inklusiv,,,,28000,,,,,,,,,,
,,,,,3660,,,,"166 000,-",,,96302949,,159000,Mitsubishi ASX,7000 Trondheim,Ikke inklusiv,,,,155340,,,,,,,,,,
,,,,,1569,,,,,,,98548558,,26569,Toyota Avensis,5451 Valen,Inklusiv,,,,25000,,,,,,,,,,
,,,,,1569,,,,,,,98466295,,61569,Mitsubishi L200,8700 Nesna,Inklusiv,,,,60000,,,,,,,,,,
,,,,,3660,,,,,,,98549023,,119000,Volkswagen Touran,9015 Tromsø,Ikke inklusiv,,,,115340,,,,,,,,,,
,,,,,3660,,,,,,,98548997,,112000,Kia Venga,7000 Trondheim,Ikke inklusiv,,,,108340,,,,,,,,,,
,,,,,3973,,,,,,,98548372,,226990,Volkswagen Golf,0259 Oslo,Inklusiv,,,,223017,,,,,,,,,,
,,,,,Ikke oppgitt,,,,,,,98548978,,149800,Opel Insignia,5238 Rådal,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,6064,,,,,,,98548971,,839800,Volvo XC 90,6022 Ålesund,Inklusiv,,,,833736,,,,,,,,,,
,,,,,1569,,,,,,,93200062,,21569,Ford C-Max,6009 Ålesund,Inklusiv,,,,20000,,,,,,,,,,
,,,,,6064,,,,,,,98548920,,209000,Toyota Prius,1814 Askim,Ikke inklusiv,,,,202936,,,,,,,,,,
,,,,,Fritatt,,,,,,,98537875,,28000,Honda Accord,1911 Flateby,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,Fritatt,,,,"379 000,-",,,91979662,,368000,Ford Mondeo,0661 Oslo,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,6064,,,,"339 000,-",,,96906980,,319000,Mitsubishi Outlander,3255 Larvik,Ikke inklusiv,,,,312936,,,,,,,,,,
,,,,,3660,,,,,,,98548836,,199000,Lexus CT200h,5822 Bergen,Ikke inklusiv,,,,195340,,,,,,,,,,
,,,,,1255,,,,,,,98548785,,289000,Volkswagen Amarok,9015 Tromsø,Ikke inklusiv,,,,287745,,,,,,,,,,
,,,,,6064,,,,,,,98548769,,489800,Volvo XC 70,6022 Ålesund,Inklusiv,,,,483736,,,,,,,,,,
,,,,,Fritatt,,,,,,,98548721,,999000,Land Rover Range Rover Sport,3530 Røyse,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,6064,,,,"339 000,-",,,93359315,,319000,Mitsubishi Outlander,3255 Larvik,Ikke inklusiv,,,,312936,,,,,,,,,,
,,,,,3660,,,,,,,98548652,,59900,Citroen C4,1624 Gressvik,Inklusiv,,,,56240,,,,,,,,,,
,,,,,3660,,,,,,,98548647,,259000,Mercedes-Benz A-Klasse,2069 Jessheim,Ikke inklusiv,,,,255340,,,,,,,,,,
,,,,,6064,,,,,,,98524205,,476064,Tesla Model S,3045 Drammen,Ikke inklusiv,,,,470000,,,,,,,,,,
,,,,,3660,,,,,,,98548588,,119000,Honda CR-V,3271 Larvik,Ikke inklusiv,,,,115340,,,,,,,,,,
,,,,,1569,,,,,,,98547824,,17569,BMW 5-serie,1555 Son,Inklusiv,,,,16000,,,,,,,,,,
,,,,,6064,,,,,,,98548549,,999900,BMW i8,4842 Arendal,Ikke inklusiv,,,,993836,,,,,,,,,,
,,,,,Fritatt,,,,,,,98516987,,698000,BMW X4,1406 Ski,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,1255,,,,,,,98548325,,326255,Ford Ranger,1447 Drøbak,Ikke inklusiv,,,,325000,,,,,,,,,,
,,,,,Fritatt,,,,,,,98531748,,99000,Mercedes-Benz E-Klasse,3114 Tønsberg,Inklusiv,,,,,,,,,,,,,,
,,,,,3660,,,,,,,98548454,,179000,Peugeot 3008,1661 Rolvsøy,Ikke inklusiv,,,,175340,,,,,,,,,,
,,,,,3660,,,,,,,85659527,,298660,Mercedes-Benz E-Klasse,7715 Steinkjer,Inklusiv,,,,295000,,,,,,,,,,
,,,,,6064,"35 000,-",,,,,,98548368,,3930,Ford Kuga,7072 Heimdal,,,,,,,,,,,,,,,
,,,,,3660,,,,,,,98547655,,139900,Subaru Impreza,8370 Leknes,Inklusiv,,,,136240,,,,,,,,,,
,,,,,6064,,,,,,,98548321,,209000,Skoda Superb,2321 Hamar,Ikke inklusiv,,,,202936,,,,,,,,,,
,,,,,6064,,,,,,,98548293,,229800,Volvo V40,6022 Ålesund,Ikke inklusiv,,,,223736,,,,,,,,,,
,,,,,6064,,,,,,,98548273,,249000,Volkswagen Golf,2770 Jaren,Ikke inklusiv,,,,242936,,,,,,,,,,
,,,,,1569,,,,,,,98546832,,110569,Chevrolet Silverado,5514 Haugesund,Inklusiv,,,,109000,,,,,,,,,,
,,,,,6064,,,,,,,98548189,,299000,Volvo V70,3400 Lier,Ikke inklusiv,,,,292936,,,,,,,,,,
,,,,,3973,,,,,,,98548145,,229000,Volkswagen Golf,2770 Jaren,Ikke inklusiv,,,,225027,,,,,,,,,,
,,,,,3660,,,,,,,98548075,,199000,Volvo V40,4696 Kristiansand,Ikke inklusiv,,,,195340,,,,,,,,,,
,,,,,3660,,,,,,,98548085,,199800,Volvo V40,6022 Ålesund,Inklusiv,,,,196140,,,,,,,,,,
,,,,,3660,,,,,,,98548094,,209000,Mitsubishi ASX,6018 Ålesund,Ikke inklusiv,,,,205340,,,,,,,,,,
,,,,,1569,,,,,,,93940801,,36569,BMW 3-serie,7340 Oppdal,Ikke inklusiv,,,,35000,,,,,,,,,,
,,,,,3660,,,,,,,98496840,,179660,BMW 3-serie,4631 Kristiansand,Inklusiv,,,,176000,,,,,,,,,,
,,,,,3660,,,,,,,98547465,,164660,Volkswagen Beetle,2019 Skedsmokorset,Inklusiv,,,,161000,,,,,,,,,,
,,,,,Fritatt,,,,,,,94384242,,375000,BMW 3-serie,3804 Bø,Inklusiv,,,,,,,,,,,,,,
,,,,,3660,,,,,,,98547432,,118660,Volkswagen Golf,2093 Feiring,Inklusiv,,,,115000,,,,,,,,,,
,,,,,3973,,,,,,,98547872,,189000,Skoda Fabia,7820 Spillum,Ikke inklusiv,,,,185027,,,,,,,,,,
,,,,,6064,,,,,,,98547900,,229000,Nissan Qashqai +2,3550 Gol,Ikke inklusiv,,,,222936,,,,,,,,,,
,,,,,3973,,,,,,,98547881,,199000,Nissan Micra,3550 Gol,Ikke inklusiv,,,,195027,,,,,,,,,,
,,,,,3660,,,,,,,98547796,,214000,Nissan Qashqai,7038 Trondheim,Inklusiv,,,,210340,,,,,,,,,,
,,,,,3660,,,,,,,98547356,,119900,Opel Antara,8370 Leknes,Inklusiv,,,,116240,,,,,,,,,,
,,,,,Fritatt,,,,,,,98547762,,322900,Nissan Qashqai,0581 Oslo,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,3660,,,,,,,98547743,,199000,Audi A6,4373 Egersund,Ikke inklusiv,,,,195340,,,,,,,,,,
,,,,,1538,,,,,,,85760951,,26538,Volvo V70,1832 Askim,Inklusiv,,,,25000,,,,,,,,,,
,,,,,Fritatt,,,,,,,98547694,,246900,Nissan Leaf,0581 Oslo,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,3660,,,,,,,98546565,,199999,Audi A4 allroad,1555 Son,Ikke inklusiv,,,,196339,,,,,,,,,,
,,,,,3660,,,,,,,98547356,,119900,Opel Antara,8370 Leknes,Inklusiv,,,,116240,,,,,,,,,,
,,,,,Fritatt,,,,,,,98547548,,619000,Renault Espace,3936 Porsgrunn,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,3660,,,,,,,98547643,,209000,Mazda 6,4373 Egersund,Ikke inklusiv,,,,205340,,,,,,,,,,
,,,,,Fritatt,,,,,,,98547575,,219000,Nissan Leaf,0581 Oslo,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,3660,,,,,,,98513564,,78660,Peugeot 407,7072 Heimdal,Inklusiv,,,,75000,,,,,,,,,,
,,,,,Fritatt,,,,,,,98547542,,226900,Nissan Leaf,0581 Oslo,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,3973,,,,,,,98547520,,149000,Hyundai i30,4373 Egersund,Ikke inklusiv,,,,145027,,,,,,,,,,
,,,,,Fritatt,,,,,,,98547484,,239900,Nissan Leaf,0581 Oslo,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,3660,,,,,,,98546891,,390000,BMW 5-serie,6410 Molde,Inklusiv,,,,386340,,,,,,,,,,
,,,,,3660,,,,,,,98547429,,149000,Nissan X-Trail,7038 Trondheim,Inklusiv,,,,145340,,,,,,,,,,
,,,,,3973,,,,,,,98547413,,159000,Nissan Note,4373 Egersund,Ikke inklusiv,,,,155027,,,,,,,,,,
,,,,,1255,,,,,,,98544930,,66255,Volkswagen Caddy,4324 Sandnes,Ikke inklusiv,,,,65000,,,,,,,,,,
,,,,,3660,,,,,,,98547316,,226000,Alfa Romeo 159,0667 Oslo,Ikke inklusiv,,,,222340,,,,,,,,,,
,,,,,1569,,,,,,,98547302,,139800,BMW 5-serie,5238 Rådal,Inklusiv,,,,138231,,,,,,,,,,
,,,,,6064,,,,"379 000,-",,,94858569,,365000,Renault Megane,6011 Ålesund,Ikke inklusiv,,,,358936,,,,,,,,,,
,,,,,3660,,,,,,,98485755,,359660,BMW X3,4631 Kristiansand,Inklusiv,,,,356000,,,,,,,,,,
,,,,,3660,,,,,,,98540898,,263660,Mazda CX-5,8011 Bodø,Inklusiv,,,,260000,,,,,,,,,,
,,,,,2614,,,,,,,98547136,,85000,Mazda 2,1624 Gressvik,Inklusiv,,,,82386,,,,,,,,,,
,,,,,3660,,,,,,,98547170,,149000,Nissan Qashqai,4373 Egersund,Ikke inklusiv,,,,145340,,,,,,,,,,
,,,,,3973,,,,,,,98547117,,199000,Volkswagen Golf,0283 Oslo,Ikke inklusiv,,,,195027,,,,,,,,,,
,,,,,Fritatt,,,,,,,98279884,,375000,BMW 3-serie,4513 Mandal,Inklusiv,,,,,,,,,,,,,,
,,,,,2614,,,,,,,98546634,,101614,Kia Picanto,7224 Melhus,Inklusiv,,,,99000,,,,,,,,,,
,,,,,1046,,,,,,,98546478,,26000,Opel Combo,1960 Løken,Inklusiv,,,,24954,,,,,,,,,,
,,,,,Fritatt,,,,,,,98547059,,213000,Nissan Leaf,0581 Oslo,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,1569,,,,,,,92081266,,77569,Audi A6,6415 Molde,Inklusiv,,,,76000,,,,,,,,,,
,,,,,1569,,,,,,,98546341,,35569,Mercedes-Benz C-Klasse,3179 Åsgårdstrand,Inklusiv,,,,34000,,,,,,,,,,
,,,,,1987,,,,,,,98546976,,209900,Ford Transit,2321 Hamar,Ikke inklusiv,,,,207913,,,,,,,,,,
,,,,,6064,,,,,,,96932965,,329064,Subaru Outback,1481 Hagan,Ikke inklusiv,,,,323000,,,,,,,,,,
,,,,,1569,,,,,,,98546862,,99900,Mercedes-Benz E-Klasse,1624 Gressvik,Inklusiv,,,,98331,,,,,,,,,,
,,,,,3660,,,,,,,98546738,,59900,Volvo V50,3550 Gol,Ikke inklusiv,,,,56240,,,,,,,,,,
,,,,,6064,,,,,,,98539419,,167000,Volkswagen Golf,3681 Notodden,Inklusiv,,,,160936,,,,,,,,,,
,,,,,Fritatt,,,,,,,98546474,,210000,Toyota Proace,3540 Nesbyen,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,3660,,,,,,,98545964,,514000,Audi A6 allroad,3940 Porsgrunn,Ikke inklusiv,,,,510340,,,,,,,,,,
,,,,,Fritatt,,,,"369 000,-",,,93939156,,349000,Nissan Juke,0581 Oslo,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,Fritatt,,,,,,,98461985,,199000,Audi,3610 Kongsberg,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,6064,,,,,,,98546542,,219000,Skoda Octavia,6827 Breim,Ikke inklusiv,,,,212936,,,,,,,,,,
,,,,,3660,,,,,,,98546641,,249900,Volvo V60,3550 Gol,Ikke inklusiv,,,,246240,,,,,,,,,,
,,,,,6064,,,,,,,98545927,,149564,Ford Focus,8006 Bodø,Ikke inklusiv,,,,143500,,,,,,,,,,
,,,,,6064,,,,,,,98546599,,319800,Volvo V70,6022 Ålesund,Inklusiv,,,,313736,,,,,,,,,,
,,,,,3660,,,,,,,98546602,,209000,Volvo V40,3550 Gol,Ikke inklusiv,,,,205340,,,,,,,,,,
,,,,,Fritatt,,,,,,,98546620,,589000,Volvo XC 60,3550 Gol,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,Fritatt,,,,,,,98546582,,569000,Volvo XC 60,3550 Gol,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,6064,,,,,,,98546537,,369900,Volvo V70,3615 Kongsberg,Ikke inklusiv,,,,363836,,,,,,,,,,
,,,,,3973,,,,,,,98546515,,199000,Opel Corsa,3170 Sem,Ikke inklusiv,,,,195027,,,,,,,,,,
,,,,,Fritatt,,,,,,,98546527,,379900,Volvo V40,3550 Gol,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,3660,,,,,,,98107164,,269000,BMW 3-serie,3511 Hønefoss,Inklusiv,,,,265340,,,,,,,,,,
,,,,,1569,,,,,,,98545869,,186569,GMC Yukon,7350 Buvika,Inklusiv,,,,185000,,,,,,,,,,
,,,,,3660,,,,,,,98546507,,109900,Volkswagen Passat,3615 Kongsberg,Ikke inklusiv,,,,106240,,,,,,,,,,
,,,,,6064,,,,,,,98546487,,469900,Mitsubishi Outlander,3615 Kongsberg,Ikke inklusiv,,,,463836,,,,,,,,,,
,,,,,1987,,,,,,,98546493,,389900,Mitsubishi Pajero,3615 Kongsberg,Ikke inklusiv,,,,387913,,,,,,,,,,
,,,,,1255,,,,,,,98546500,,159900,Mitsubishi Pajero,3615 Kongsberg,Ikke inklusiv,,,,158645,,,,,,,,,,
,,,,,3660,,,,,,,98546511,,289900,Volkswagen Tiguan,3615 Kongsberg,Ikke inklusiv,,,,286240,,,,,,,,,,
,,,,,3660,,,,,,,98546505,,199800,Volvo V70,6022 Ålesund,Inklusiv,,,,196140,,,,,,,,,,
,,,,,6064,,,,,,,98546459,,254900,Mazda CX-5,3615 Kongsberg,Ikke inklusiv,,,,248836,,,,,,,,,,
,,,,,3660,,,,,,,98546466,,149900,Mitsubishi ASX,3615 Kongsberg,Ikke inklusiv,,,,146240,,,,,,,,,,
,,,,,6064,,,,,,,98546475,,539900,Mitsubishi Outlander,3615 Kongsberg,Ikke inklusiv,,,,533836,,,,,,,,,,
,,,,,6064,,,,,,,98546456,,449800,Volvo V70,6022 Ålesund,Inklusiv,,,,443736,,,,,,,,,,
,,,,,3660,,,,,,,98546433,,249900,Honda CR-V,3615 Kongsberg,Ikke inklusiv,,,,246240,,,,,,,,,,
,,,,,3660,,,,,,,98546443,,269900,Honda CR-V,3615 Kongsberg,Ikke inklusiv,,,,266240,,,,,,,,,,
,,,,,3973,,,,,,,98546445,,179900,Honda Jazz,3615 Kongsberg,Ikke inklusiv,,,,175927,,,,,,,,,,
,,,,,3973,,,,,,,98546450,,189900,Honda Jazz,3615 Kongsberg,Ikke inklusiv,,,,185927,,,,,,,,,,
,,,,,3660,,,,,,,98546428,,139900,Honda Civic,3615 Kongsberg,Ikke inklusiv,,,,136240,,,,,,,,,,
,,,,,3660,,,,,,,98546440,,229900,Honda CR-V,3615 Kongsberg,Ikke inklusiv,,,,226240,,,,,,,,,,
,,,,,2614,,,,,,,98546438,,149000,Kia Venga,9409 Harstad,Inklusiv,,,,146386,,,,,,,,,,
,,,,,6064,,,,,,,98546395,,319900,Honda Civic,3615 Kongsberg,Ikke inklusiv,,,,313836,,,,,,,,,,
,,,,,Fritatt,,,,,,,98546401,,299900,Honda Civic,3615 Kongsberg,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,6064,,,,,,,98546407,,249900,Honda Civic,3615 Kongsberg,Ikke inklusiv,,,,243836,,,,,,,,,,
,,,,,3660,,,,,,,98546412,,329900,Honda CR-V,3615 Kongsberg,Ikke inklusiv,,,,326240,,,,,,,,,,
,,,,,6064,,,,,,,98546422,,249900,Honda Civic,3615 Kongsberg,Ikke inklusiv,,,,243836,,,,,,,,,,
,,,,,3660,,,,,,,98546380,,119900,Citroen Grand C4 Picasso,3615 Kongsberg,Ikke inklusiv,,,,116240,,,,,,,,,,
,,,,,1987,,,,,,,98546382,,269900,Citroen Jumpy,3615 Kongsberg,Ikke inklusiv,,,,267913,,,,,,,,,,
,,,,,3660,,,,,,,98546391,,269900,Ford Kuga,3615 Kongsberg,Ikke inklusiv,,,,266240,,,,,,,,,,
,,,,,3660,,,,,,,98513962,,139972,Mitsubishi Lancer,3023 Drammen,Inklusiv,,,,136312,,,,,,,,,,
,,,,,6064,,,,,,,98546370,,269900,Citroen Berlingo,3615 Kongsberg,Ikke inklusiv,,,,263836,,,,,,,,,,
,,,,,3973,,,,,,,98546372,,249900,Citroen C4 Cactus,3615 Kongsberg,Ikke inklusiv,,,,245927,,,,,,,,,,
,,,,,3660,,,,,,,98546375,,219900,Citroen C5,3615 Kongsberg,Ikke inklusiv,,,,216240,,,,,,,,,,
,,,,,3895,,,,,,,98546376,,139900,Citroen DS3,3615 Kongsberg,Ikke inklusiv,,,,136005,,,,,,,,,,
,,,,,6064,,,,,,,98546366,,299000,Volvo V70,7503 Stjørdal,Ikke inklusiv,,,,292936,,,,,,,,,,
,,,,,3660,,,,,,,98511927,,199900,Suzuki Grand Vitara,3170 Sem,Ikke inklusiv,,,,196240,,,,,,,,,,
,,,,,1987,,,,,,,98507715,,89000,Volkswagen Caddy Maxi,1814 Askim,Ikke inklusiv,,,,87013,,,,,,,,,,
,,,,,3660,,,,,,,98545844,,48660,Volkswagen Passat,6416 Molde,Inklusiv,,,,45000,,,,,,,,,,
